n_1	n_2	n_3	t_01	c_02	c_01
1	1	1	1493922258752	13828306747104813810	14877050764164092560
2.5	1	1	1493922258775	1883427856575902694	14877050764164092560
4	1	1	1493922258789	579057270793138854	14877050764164092560
1	1	1	1493922258790	7234780022891447968	14877050764164092560
1	1	1	1493922260518	11291837646609460498	7398563870472438440
1	1	1	1493922260540	6533556495187647291	7398563870472438440
1	1	1	1493922260540	9005049657734687693	7398563870472438440
1	1	1	1493922260545	8334012076014978734	7398563870472438440
1	1	1	1493922260551	10996636460242742425	7398563870472438440
1	1	1	1493922260589	8503758439739185986	7398563870472438440
1	1	1	1493922260633	3658400513912854540	7398563870472438440
1	1	1	1493922260636	4477716336205849670	7398563870472438440
1	1	1	1493922260638	8664718901548424607	7398563870472438440
1	1	1	1493922260684	1344883075943866992	7398563870472438440
1	1	1	1493922260685	15401426531572395691	7398563870472438440
1	1	1	1493922260696	10793114528339254987	7398563870472438440
1	1	1	1493922260696	13336366119309098504	7398563870472438440
1	1	1	1493922260697	5849870178431849246	7398563870472438440
1	1	1	1493922260714	17825877032759025809	7398563870472438440
1	1	1	1493922260736	3791677220431280771	7398563870472438440
1	1	1	1493922260764	9815564106453972898	7398563870472438440
1	1	1	1493922260769	1772724425027852199	7398563870472438440
1	1	1	1493922260789	3658400513912854540	7398563870472438440
1	1	1	1493922260796	6064245455908382139	7398563870472438440
1	1	1	1493922261543	10148026698345351054	12090633040180399330
1	1	1	1493922261602	17825877032759025809	12090633040180399330
1	1	1	1493922261622	6895642774981531100	12090633040180399330
1	1	1	1493922263514	1772724425027852199	16372253346569908675
1	1	1	1493922263527	3042012465427496137	16372253346569908675
1	1	1	1493922263532	15366443481860233436	16372253346569908675
1	1	1	1493922263578	3886609709552418490	16372253346569908675
1	1	1	1493922263592	10793114528339254987	16372253346569908675
1	1	1	1493922263603	13514137305519670789	16372253346569908675
1	1	1	1493922263627	1287641214494365304	16372253346569908675
1	1	1	1493922263628	13336366119309098504	16372253346569908675
1	1	1	1493922263643	8334012076014978734	16372253346569908675
1	1	1	1493922263652	10503830746502467854	16372253346569908675
1	1	1	1493922263658	3217705728352530743	16372253346569908675
1	1	1	1493922263679	6064245455908382139	16372253346569908675
1	1	1	1493922263680	10298227702474230568	16372253346569908675
1	1	1	1493922263687	14475392532262432119	16372253346569908675
1	1	1	1493922263692	9356223211442356205	16372253346569908675
1	1	1	1493922263706	5231773922274284691	16372253346569908675
1	1	1	1493922263714	4061834014911554768	16372253346569908675
1	1	1	1493922263716	2210480593114285646	16372253346569908675
1	1	1	1493922263737	13336366119309098504	16372253346569908675
1	1	1	1493922263748	11861246454895964733	16372253346569908675
1	1	1	1493922263752	8713501508307098951	16372253346569908675
1	1	1	1493922263772	13336366119309098504	16372253346569908675
1	1	1	1493922263783	579057270793138854	16372253346569908675
1	1	1	1493922266567	4969518460496101121	5359187058571906558
1	1	1	1493922266776	8664718901548424607	5359187058571906558
1	1	1	1493922272509	14475392532262432119	12204365253339467280
1	1	1	1493922272511	10793114528339254987	12204365253339467280
1	1	1	1493922272539	3658400513912854540	12204365253339467280
1	1	1	1493922272545	7551127386362509384	12204365253339467280
1	1	1	1493922272547	18100011892246700331	12204365253339467280
1	1	1	1493922272603	14915222074835477356	12204365253339467280
1	1	1	1493922272612	13514137305519670789	15352995713641420556
1	1	1	1493922272616	13336366119309098504	12204365253339467280
1	1	1	1493922272642	6848852981631020808	12204365253339467280
1	1	1	1493922272646	17434869395428785642	12204365253339467280
1	1	1	1493922272647	4969518460496101121	12204365253339467280
1	1	1	1493922272648	9815564106453972898	12204365253339467280
1	1	1	1493922272661	15366443481860233436	12204365253339467280
1	1	1	1493922272664	418721401177409295	12204365253339467280
1	1	1	1493922272665	13336366119309098504	15352995713641420556
1	1	1	1493922272706	2654139698511244677	12204365253339467280
1	1	1	1493922272713	12620260354460886254	12204365253339467280
1	1	1	1493922272713	13336366119309098504	12204365253339467280
1	1	1	1493922272724	579057270793138854	12204365253339467280
1	1	1	1493922272727	3886609709552418490	12204365253339467280
1	1	1	1493922272744	4969518460496101121	12204365253339467280
1	1	1	1493922272748	13336366119309098504	15352995713641420556
1	1	1	1493922272754	3042012465427496137	12204365253339467280
1	1	1	1493922272763	10503830746502467854	12204365253339467280
1	1	1	1493922272784	8664718901548424607	12204365253339467280
1	1	1	1493922277501	2210480593114285646	17958656578042509521
1	1	1	1493922277503	10503830746502467854	17958656578042509521
1	1	1	1493922277508	15401426531572395691	17958656578042509521
1	1	1	1493922277511	10298227702474230568	17958656578042509521
1	1	1	1493922277515	2144863439434982001	17958656578042509521
1	1	1	1493922277517	8713501508307098951	17958656578042509521
1	1	1	1493922277533	1344883075943866992	17958656578042509521
1	1	1	1493922277539	8664718901548424607	17958656578042509521
1	1	1	1493922277545	10503830746502467854	17958656578042509521
1	1	1	1493922277551	14475392532262432119	17958656578042509521
1	1	1	1493922277553	10519939351144491034	17958656578042509521
1	1	1	1493922277562	11291837646609460498	17958656578042509521
1	1	1	1493922277563	6064245455908382139	17958656578042509521
1	1	1	1493922277571	2144863439434982001	17958656578042509521
1	1	1	1493922277571	5638390042488068871	17958656578042509521
1	1	1	1493922277589	14475392532262432119	17958656578042509521
1	1	1	1493922277597	17825877032759025809	17958656578042509521
1	1	1	1493922277597	3607925427713835917	17958656578042509521
1	1	1	1493922277598	14748232213709534380	17958656578042509521
1	1	1	1493922277607	14150334376600954189	17958656578042509521
1	1	1	1493922277633	14551410799092051783	17958656578042509521
1	1	1	1493922277635	7874323129682602173	17958656578042509521
1	1	1	1493922277639	10996636460242742425	17958656578042509521
1	1	1	1493922277642	8503758439739185986	17958656578042509521
1	1	1	1493922277648	8503758439739185986	17958656578042509521
1	1	1	1493922277658	579057270793138854	17958656578042509521
1	1	1	1493922277662	3120545506391374495	17958656578042509521
1	1	1	1493922277668	8334012076014978734	17958656578042509521
1	1	1	1493922277671	9356223211442356205	17958656578042509521
1	1	1	1493922277682	18100011892246700331	17958656578042509521
1	1	1	1493922277699	2666958978267013279	17958656578042509521
1	1	1	1493922277705	7423276310047235352	17958656578042509521
1	1	1	1493922277706	9549405610770800902	17958656578042509521
1	1	1	1493922277720	3120545506391374495	17958656578042509521
1	1	1	1493922277728	2452305234975615874	17958656578042509521
1	1	1	1493922277735	3791677220431280771	17958656578042509521
1	1	1	1493922277737	14915222074835477356	17958656578042509521
1	1	1	1493922277739	2654139698511244677	17958656578042509521
1	1	1	1493922277743	5849870178431849246	17958656578042509521
1	1	1	1493922277755	2899741242812921018	17958656578042509521
1	1	1	1493922277764	9815564106453972898	17958656578042509521
1	1	1	1493922277787	1522857077981898057	17958656578042509521
1	1	1	1493922277793	12620260354460886254	17958656578042509521
1	1	1	1493922278568	5779085959186175805	9071956469168005350
19	1	1	1493922278666	14915222074835477356	9071956469168005350
8.5	1	1	1493922283522	10519939351144491034	7858035702129377851
13	1	1	1493922283561	7423276310047235352	7858035702129377851
10	1	1	1493922283565	10793114528339254987	7858035702129377851
1	1	1	1493922283565	8503758439739185986	7858035702129377851
16	1	1	1493922283590	4969518460496101121	7858035702129377851
10	1	1	1493922283633	3658400513912854540	7858035702129377851
8.5	1	1	1493922283646	15401426531572395691	7858035702129377851
5.5	1	1	1493922283661	1287641214494365304	7858035702129377851
7	1	1	1493922283700	10961331361033071903	7858035702129377851
10	1	1	1493922283716	10793114528339254987	7858035702129377851
16	1	1	1493922283727	17825877032759025809	7858035702129377851
2.5	1	1	1493922283757	7874323129682602173	7858035702129377851
7	1	1	1493922283771	3120545506391374495	7858035702129377851
8.5	1	1	1493922283782	15401426531572395691	7858035702129377851
1	1	1	1493922288540	579057270793138854	1131603197733665674
1	1	1	1493922288726	1883427856575902694	1131603197733665674
1	1	1	1493922290680	16562214211784037309	2114484470823460212
1	1	1	1493922290713	3297074174648880861	2114484470823460212
1	1	1	1493922290761	14551410799092051783	2114484470823460212
16	1	1	1493922297510	17825877032759025809	10403104645402810530
28	1	1	1493922297594	8664718901548424607	10403104645402810530
5.5	1	1	1493922297615	18100011892246700331	10403104645402810530
13	1	1	1493922297630	9815564106453972898	10403104645402810530
1	1	1	1493922299535	11861246454895964733	4880897258269826161
1	1	1	1493922302657	6895642774981531100	6087890972991216395
1	1	1	1493922303503	7874323129682602173	3861316951851142428
1	1	1	1493922308586	3217705728352530743	1305131878212413570
7	1	1	1493922308588	14475392532262432119	1305131878212413570
19	1	1	1493922308663	14915222074835477356	1305131878212413570
11.5	1	1	1493922308681	2899741242812921018	1305131878212413570
5.5	1	1	1493922308762	3108827984904279222	1305131878212413570
1	1	1	1493922308770	8211845213058736282	1305131878212413570
1	1	1	1493922312643	7551127386362509384	10455757295483241398
1	1	1	1493922326601	10869871971893355434	15624761490681167978
1	1	1	1493922332763	6895642774981531100	5622785337967280626
1	1	1	1493922334634	14915222074835477356	8729809369498143009
10	1	1	1493922336595	14301880009343272377	6962615221014863736
19	1	1	1493922336776	14915222074835477356	6962615221014863736
1	1	1	1493922338536	7551127386362509384	3455401280495336726
1	1	1	1493922338648	1522857077981898057	3455401280495336726
1	1	1	1493922346516	2210480593114285646	1713252284670081523
1	1	1	1493922346518	13336366119309098504	1713252284670081523
1	1	1	1493922346529	3791677220431280771	1713252284670081523
1	1	1	1493922346544	1344883075943866992	1713252284670081523
1	1	1	1493922346550	12620260354460886254	1713252284670081523
1	1	1	1493922346556	1287641214494365304	1713252284670081523
1	1	1	1493922346575	10503830746502467854	1713252284670081523
1	1	1	1493922346589	2144863439434982001	1713252284670081523
1	1	1	1493922346623	14915222074835477356	1713252284670081523
1	1	1	1493922346647	579057270793138854	1713252284670081523
1	1	1	1493922346662	10148026698345351054	1713252284670081523
1	1	1	1493922346665	14915222074835477356	1713252284670081523
1	1	1	1493922346671	3120545506391374495	1713252284670081523
1	1	1	1493922346690	7794160276957405502	1713252284670081523
1	1	1	1493922346696	10996636460242742425	1713252284670081523
1	1	1	1493922346705	418721401177409295	1713252284670081523
1	1	1	1493922346744	16049622100076919560	1713252284670081523
1	1	1	1493922346747	7874323129682602173	1713252284670081523
1	1	1	1493922346750	16049622100076919560	1713252284670081523
1	1	1	1493922346770	10519939351144491034	1713252284670081523
1	1	1	1493922346772	14969854389068346653	1713252284670081523
1	1	1	1493922346776	3120545506391374495	1713252284670081523
1	1	1	1493922346792	6848852981631020808	1713252284670081523
1	1	1	1493922346799	8664718901548424607	1713252284670081523
1	1	1	1493922350546	10961331361033071903	10861769663952970345
1	1	1	1493922350554	11291837646609460498	10861769663952970345
1	1	1	1493922350563	14915222074835477356	10861769663952970345
1	1	1	1493922350643	7874323129682602173	10861769663952970345
1	1	1	1493922350707	1772724425027852199	10861769663952970345
20.5	1	1	1493922351734	7794160276957405502	11259499401157082638
16	1	1	1493922351763	13336366119309098504	11259499401157082638
28	1	1	1493922351766	8664718901548424607	11259499401157082638
1	1	1	1493922356567	6895642774981531100	14543516996716080091
1	1	1	1493922362742	15964478397594674982	8491992520787299187
7	1	1	1493922364622	10961331361033071903	14283150081791849231
19	1	1	1493922364679	14915222074835477356	14283150081791849231
10	1	1	1493922364709	9815564106453972898	14283150081791849231
20.5	1	1	1493922364731	7794160276957405502	14283150081791849231
8.5	1	1	1493922364740	10148026698345351054	14283150081791849231
4	1	1	1493922364758	18001983805765228053	14283150081791849231
1	1	1	1493922364773	2210480593114285646	14283150081791849231
4	1	1	1493922364773	7551127386362509384	14283150081791849231
16	1	1	1493922369658	13336366119309098504	7511973821573087010
28	1	1	1493922371616	8664718901548424607	2492258251034844007
8.5	1	1	1493922371690	10519939351144491034	2492258251034844007
7	1	1	1493922372653	10961331361033071903	12108856012470718362
16	1	1	1493922372733	4969518460496101121	12108856012470718362
1	1	1	1493922380504	6118351611368807092	1333468455562624858
1	1	1	1493922380610	13199524227501877180	1333468455562624858
1	1	1	1493922380767	6118351611368807092	1333468455562624858
1	1	1	1493922381508	3054879351439382847	9422029330810280809
1	1	1	1493922381573	1201322781187110448	9422029330810280809
1	1	1	1493922381583	579057270793138854	9422029330810280809
1	1	1	1493922381597	3054879351439382847	9422029330810280809
1	1	1	1493922381606	2899741242812921018	9422029330810280809
4	1	1	1493922381612	14839134753992642835	836519019757236082
1	1	1	1493922381624	9815564106453972898	9422029330810280809
1	1	1	1493922381634	13336366119309098504	9422029330810280809
1	1	1	1493922381640	1772724425027852199	9422029330810280809
1	1	1	1493922381650	4061834014911554768	9422029330810280809
1	1	1	1493922381674	418721401177409295	9422029330810280809
1	1	1	1493922381727	8664718901548424607	9422029330810280809
1	1	1	1493922381755	12620260354460886254	9422029330810280809
28	1	1	1493922381785	8664718901548424607	836519019757236082
1	1	1	1493922381786	7874323129682602173	8614577355459786695
1	1	1	1493922381792	13199524227501877180	9422029330810280809
1	1	1	1493922385642	5387231187108981576	10255505023706379149
1	1	1	1493922385724	4477716336205849670	14024720035877361004
1	1	1	1493922386588	8664718901548424607	12749081406729022751
1	1	1	1493922388786	579057270793138854	16476611703730142904
1	1	1	1493922393510	13336366119309098504	6096673367696550000
1	1	1	1493922393515	8211845213058736282	6096673367696550000
1	1	1	1493922393527	9549405610770800902	6096673367696550000
1	1	1	1493922393600	10148026698345351054	6096673367696550000
1	1	1	1493922393607	7874323129682602173	6096673367696550000
1	1	1	1493922393608	579057270793138854	6096673367696550000
1	1	1	1493922393610	14915222074835477356	6096673367696550000
1	1	1	1493922393673	12620260354460886254	6096673367696550000
1	1	1	1493922393724	7874323129682602173	6096673367696550000
1	1	1	1493922393781	8211845213058736282	3705104734670955164
1	1	1	1493922393793	7423276310047235352	6096673367696550000
1	1	1	1493922396528	15401426531572395691	9163959131608125190
1	1	1	1493922396534	8503758439739185986	9163959131608125190
1	1	1	1493922396539	12620260354460886254	9163959131608125190
1	1	1	1493922396559	3054879351439382847	9163959131608125190
1	1	1	1493922396571	3297074174648880861	9163959131608125190
1	1	1	1493922396579	9815564106453972898	9163959131608125190
1	1	1	1493922396623	10996636460242742425	9163959131608125190
1	1	1	1493922396634	2144863439434982001	9163959131608125190
1	1	1	1493922396638	10148026698345351054	9163959131608125190
1	1	1	1493922396656	1772724425027852199	9163959131608125190
1	1	1	1493922396682	1287641214494365304	9163959131608125190
1	1	1	1493922396749	7045502298943741293	9163959131608125190
1	1	1	1493922396760	7874323129682602173	9163959131608125190
1	1	1	1493922396792	2899741242812921018	9163959131608125190
1	1	1	1493922396794	4477716336205849670	9163959131608125190
8.5	1	1	1493922397689	15401426531572395691	5624027426110697212
5.5	1	1	1493922397717	10298227702474230568	5624027426110697212
4	1	1	1493922397761	3120545506391374495	5624027426110697212
14.5	1	1	1493922402562	13336366119309098504	8257599321554024057
16	1	1	1493922402638	4969518460496101121	8257599321554024057
1	1	1	1493922415635	14915222074835477356	4218702234227205580
1	1	1	1493922415755	8664718901548424607	4218702234227205580
1	1	1	1493922415758	2210480593114285646	4218702234227205580
1	1	1	1493922420576	1344883075943866992	14041938717956513894
1	1	1	1493922420716	579057270793138854	14041938717956513894
1	1	1	1493922421669	6895642774981531100	16562214211784037309
1	1	1	1493922421761	14839134753992642835	16562214211784037309
14.5	1	1	1493922424536	13336366119309098504	17250386061349148850
11.5	1	1	1493922424618	3658400513912854540	17250386061349148850
20.5	1	1	1493922424655	7794160276957405502	17250386061349148850
16	1	1	1493922424697	4969518460496101121	17250386061349148850
8.5	1	1	1493922424732	10519939351144491034	17250386061349148850
14.5	1	1	1493922424739	13336366119309098504	17250386061349148850
16	1	1	1493922424740	4969518460496101121	17250386061349148850
1	1	1	1493922430504	2899741242812921018	6102033972275895253
1	1	1	1493922430524	8713501508307098951	6102033972275895253
1	1	1	1493922430539	579057270793138854	6102033972275895253
1	1	1	1493922430542	2210480593114285646	6102033972275895253
1	1	1	1493922430549	3658400513912854540	6102033972275895253
1	1	1	1493922430567	18100686846190816636	6102033972275895253
1	1	1	1493922430571	2452305234975615874	6102033972275895253
1	1	1	1493922430616	8334012076014978734	6102033972275895253
1	1	1	1493922430617	1201322781187110448	6102033972275895253
1	1	1	1493922430680	9549405610770800902	6102033972275895253
1	1	1	1493922430708	8664718901548424607	6102033972275895253
1	1	1	1493922430709	7794160276957405502	6102033972275895253
1	1	1	1493922430724	8135574342109019826	6102033972275895253
1	1	1	1493922432502	7874323129682602173	6822994355214638595
11.5	1	1	1493922432534	2899741242812921018	6822994355214638595
11.5	1	1	1493922432556	3658400513912854540	6822994355214638595
2.5	1	1	1493922432631	3120545506391374495	6822994355214638595
1	1	1	1493922432719	579057270793138854	6822994355214638595
10	1	1	1493922432761	15401426531572395691	6822994355214638595
13	1	1	1493922432791	12620260354460886254	6822994355214638595
1	1	1	1493922436574	7874323129682602173	8498811342867484529
14.5	1	1	1493922436577	13336366119309098504	8498811342867484529
1	1	1	1493922436595	8334012076014978734	8498811342867484529
1	1	1	1493922436665	13199524227501877180	8498811342867484529
1	1	1	1493922439546	15401426531572395691	9183868773836528488
1	1	1	1493922439591	8211845213058736282	9183868773836528488
1	1	1	1493922439624	10996636460242742425	9183868773836528488
1	1	1	1493922439660	2042942743674306673	9183868773836528488
1	1	1	1493922439745	13514137305519670789	9183868773836528488
1	1	1	1493922439762	579057270793138854	9183868773836528488
1	1	1	1493922439764	3120545506391374495	9183868773836528488
1	1	1	1493922440683	2899741242812921018	1517343220695041330
1	1	1	1493922441644	1936483604198467336	3816569416207648282
13	1	1	1493922442612	12620260354460886254	14648946228478633155
28	1	1	1493922442658	8664718901548424607	14648946228478633155
19	1	1	1493922442667	14915222074835477356	14648946228478633155
20.5	1	1	1493922442772	7794160276957405502	14648946228478633155
8.5	1	1	1493922444579	13783391418674054914	8884468120413934543
1	1	1	1493922451509	14599417614280508316	17691395397180848738
1	1	1	1493922451546	5849870178431849246	17691395397180848738
1	1	1	1493922451556	10503830746502467854	17691395397180848738
1	1	1	1493922451600	3120545506391374495	17691395397180848738
1	1	1	1493922451630	2042942743674306673	17691395397180848738
1	1	1	1493922451681	2899741242812921018	17691395397180848738
1	1	1	1493922451688	1772724425027852199	17691395397180848738
1	1	1	1493922451714	7794160276957405502	17691395397180848738
1	1	1	1493922451718	9005049657734687693	17691395397180848738
1	1	1	1493922451721	7874323129682602173	17691395397180848738
1	1	1	1493922451777	15366443481860233436	17691395397180848738
1	1	1	1493922451777	9549405610770800902	17691395397180848738
1	1	1	1493922451783	11291837646609460498	17691395397180848738
1	1	1	1493922451784	8713501508307098951	17691395397180848738
1	1	1	1493922452531	14475392532262432119	5174530059005220399
1	1	1	1493922452546	6638119784552464452	5174530059005220399
1	1	1	1493922452680	8211845213058736282	5174530059005220399
1	1	1	1493922452722	6118351611368807092	5174530059005220399
1	1	1	1493922452730	4969518460496101121	5174530059005220399
1	1	1	1493922452754	8664718901548424607	5174530059005220399
1	1	1	1493922452780	3658400513912854540	5174530059005220399
28	1	1	1493922455539	8664718901548424607	4841877339597527993
2.5	1	1	1493922455636	3120545506391374495	4841877339597527993
1	1	1	1493922455695	7874323129682602173	4841877339597527993
16	1	1	1493922455720	4969518460496101121	4841877339597527993
19	1	1	1493922455769	14915222074835477356	4841877339597527993
1	1	1	1493922456504	2899741242812921018	6309987112328684089
1	1	1	1493922456525	2452305234975615874	10113233850783297240
1	1	1	1493922456554	12620260354460886254	10113233850783297240
1	1	1	1493922456763	13336366119309098504	10113233850783297240
1	1	1	1493922456769	8135574342109019826	10113233850783297240
1	1	1	1493922456774	7551127386362509384	10113233850783297240
1	1	1	1493922456795	7794160276957405502	10113233850783297240
28	1	1	1493922459760	8664718901548424607	4345868734440396015
10	1	1	1493922462508	15401426531572395691	14331985617957237610
19	1	1	1493922462525	14915222074835477356	14331985617957237610
2.5	1	1	1493922462529	4041257314164134244	14331985617957237610
4	1	1	1493922462548	3108827984904279222	14331985617957237610
1	1	1	1493922462551	1201322781187110448	14331985617957237610
16	1	1	1493922462563	17825877032759025809	14331985617957237610
14.5	1	1	1493922462582	13336366119309098504	14331985617957237610
14.5	1	1	1493922462621	13336366119309098504	14331985617957237610
13	1	1	1493922462630	7423276310047235352	14331985617957237610
7	1	1	1493922462635	1287641214494365304	14331985617957237610
11.5	1	1	1493922462650	2899741242812921018	14331985617957237610
10	1	1	1493922462662	10793114528339254987	14331985617957237610
1	1	1	1493922462676	9549405610770800902	14331985617957237610
13	1	1	1493922462682	12620260354460886254	14331985617957237610
7	1	1	1493922462690	10961331361033071903	14331985617957237610
8.5	1	1	1493922462704	10148026698345351054	14331985617957237610
1	1	1	1493922462722	14969854389068346653	14331985617957237610
8.5	1	1	1493922462730	14301880009343272377	14331985617957237610
1	1	1	1493922462747	14969854389068346653	14331985617957237610
10	1	1	1493922462767	10793114528339254987	14331985617957237610
1	1	1	1493922462775	12539341512454648553	14331985617957237610
1	1	1	1493922462783	8334012076014978734	14331985617957237610
1	1	1	1493922462796	6895642774981531100	14331985617957237610
1	1	1	1493922467504	14748232213709534380	18427383294505805467
7	1	1	1493922467517	2144863439434982001	18427383294505805467
1	1	1	1493922467518	6836569208790955821	18427383294505805467
28	1	1	1493922467530	8664718901548424607	18427383294505805467
8.5	1	1	1493922467536	10148026698345351054	18427383294505805467
11.5	1	1	1493922467537	3658400513912854540	18427383294505805467
1	1	1	1493922467538	758830468479632878	18427383294505805467
14.5	1	1	1493922467538	13336366119309098504	13895038307819513448
1	1	1	1493922467546	1440986354529542285	18427383294505805467
2.5	1	1	1493922467549	10996636460242742425	18427383294505805467
1	1	1	1493922467555	3278120835765159577	18427383294505805467
1	1	1	1493922467569	11591679823829245440	18427383294505805467
5.5	1	1	1493922467584	1772724425027852199	18427383294505805467
1	1	1	1493922467598	14969854389068346653	18427383294505805467
10	1	1	1493922467603	10793114528339254987	18427383294505805467
8.5	1	1	1493922467619	14301880009343272377	18427383294505805467
2.5	1	1	1493922467622	4477716336205849670	13895038307819513448
8.5	1	1	1493922467625	3607925427713835917	18427383294505805467
1	1	1	1493922467641	11532149919742006625	18427383294505805467
16	1	1	1493922467655	17825877032759025809	18427383294505805467
1	1	1	1493922467656	579057270793138854	18427383294505805467
1	1	1	1493922467658	12156368612408542306	18427383294505805467
8.5	1	1	1493922467659	7045502298943741293	18427383294505805467
14.5	1	1	1493922467670	9005049657734687693	18427383294505805467
1	1	1	1493922467671	9877119759750242818	18427383294505805467
5.5	1	1	1493922467672	10298227702474230568	18427383294505805467
13	1	1	1493922467676	12620260354460886254	18427383294505805467
1	1	1	1493922467677	12684808387336024198	18427383294505805467
7	1	1	1493922467679	6533556495187647291	13895038307819513448
2.5	1	1	1493922467687	18001983805765228053	18427383294505805467
20.5	1	1	1493922467688	7794160276957405502	18427383294505805467
5.5	1	1	1493922467688	6064245455908382139	18427383294505805467
1	1	1	1493922467697	10739479111074491776	18427383294505805467
16	1	1	1493922467706	4969518460496101121	18427383294505805467
1	1	1	1493922467727	11591679823829245440	18427383294505805467
5.5	1	1	1493922467729	1883427856575902694	18427383294505805467
1	1	1	1493922467739	5666164225454905168	18427383294505805467
8.5	1	1	1493922467755	10519939351144491034	18427383294505805467
1	1	1	1493922467765	2903351708957155122	18427383294505805467
2.5	1	1	1493922467765	2042942743674306673	18427383294505805467
7	1	1	1493922467769	10961331361033071903	13895038307819513448
14.5	1	1	1493922467774	13336366119309098504	18427383294505805467
5.5	1	1	1493922467774	4408029567729081379	18427383294505805467
19	1	1	1493922467781	14915222074835477356	13895038307819513448
1	1	1	1493922467793	15267720006911065697	18427383294505805467
1	1	1	1493922472503	7874323129682602173	9039738860669205375
1	1	1	1493922472515	6533556495187647291	9039738860669205375
1	1	1	1493922472546	14915222074835477356	9039738860669205375
1	1	1	1493922472603	4061834014911554768	9039738860669205375
1	1	1	1493922472669	4477716336205849670	9039738860669205375
1	1	1	1493922472740	12620260354460886254	9039738860669205375
1	1	1	1493922472778	6533556495187647291	9039738860669205375
1	1	1	1493922472780	579057270793138854	9039738860669205375
1	1	1	1493922473502	14915222074835477356	7536565342199308826
1	1	1	1493922473515	14915222074835477356	7536565342199308826
1	1	1	1493922473520	14475392532262432119	16219530935135520799
1	1	1	1493922473522	2210480593114285646	16219530935135520799
13	1	1	1493922473528	7423276310047235352	11259499401157082638
1	1	1	1493922473548	2452305234975615874	16219530935135520799
1	1	1	1493922473562	10503830746502467854	16219530935135520799
1	1	1	1493922473585	7874323129682602173	16219530935135520799
1	1	1	1493922473591	4061834014911554768	7536565342199308826
1	1	1	1493922473670	10961331361033071903	16219530935135520799
1	1	1	1493922473673	8211845213058736282	16219530935135520799
1	1	1	1493922473681	14915222074835477356	7536565342199308826
1	1	1	1493922473720	6533556495187647291	16219530935135520799
1	1	1	1493922473759	579057270793138854	11259499401157082638
1	1	1	1493922473779	4969518460496101121	16219530935135520799
2.5	1	1	1493922473790	9285570871037349301	11259499401157082638
1	1	1	1493922477731	10148026698345351054	3705104734670955164
28	1	1	1493922480531	8664718901548424607	16081792576017369085
1	1	1	1493922494503	18001983805765228053	621314767255804651
1	1	1	1493922494508	8664718901548424607	621314767255804651
1	1	1	1493922494510	15843159409207040983	621314767255804651
1	1	1	1493922494535	7423276310047235352	621314767255804651
1	1	1	1493922494554	8664718901548424607	621314767255804651
1	1	1	1493922494575	9005049657734687693	621314767255804651
1	1	1	1493922494646	9549405610770800902	621314767255804651
1	1	1	1493922494754	6638119784552464452	621314767255804651
1	1	1	1493922494788	5089576649295202784	621314767255804651
7	1	1	1493922495501	6533556495187647291	7511973821573087010
1	1	1	1493922495520	5879105925343101761	7954888588747185094
14.5	1	1	1493922495568	13336366119309098504	7954888588747185094
5.5	1	1	1493922495612	5962121464796762338	7954888588747185094
1	1	1	1493922495669	7874323129682602173	7511973821573087010
8.5	1	1	1493922495691	13783391418674054914	7954888588747185094
1	1	1	1493922495718	13199524227501877180	7511973821573087010
11.5	1	1	1493922495777	3658400513912854540	7511973821573087010
1	1	1	1493922496580	7794160276957405502	15394469702630796654
1	1	1	1493922496718	7551127386362509384	15394469702630796654
1	1	1	1493922496796	14915222074835477356	15394469702630796654
1	1	1	1493922497676	7794160276957405502	11471688676089317612
1	1	1	1493922502519	579057270793138854	16733124884041218673
5.5	1	1	1493922502552	2666958978267013279	13421364659059611781
19	1	1	1493922502683	14915222074835477356	16733124884041218673
8.5	1	1	1493922502711	10148026698345351054	16733124884041218673
1	1	1	1493922503528	8664718901548424607	10730532037517078378
1	1	1	1493922503539	4061834014911554768	10730532037517078378
1	1	1	1493922503550	1287641214494365304	10730532037517078378
1	1	1	1493922503568	2654139698511244677	10730532037517078378
1	1	1	1493922503570	10793114528339254987	10730532037517078378
1	1	1	1493922503575	13199524227501877180	10730532037517078378
1	1	1	1493922503597	7794160276957405502	10730532037517078378
1	1	1	1493922503606	3607925427713835917	10730532037517078378
1	1	1	1493922503641	14475392532262432119	10730532037517078378
1	1	1	1493922503699	12620260354460886254	10730532037517078378
1	1	1	1493922503701	14915222074835477356	10730532037517078378
1	1	1	1493922504523	13336366119309098504	13777815284561406706
1	1	1	1493922504562	13199524227501877180	13777815284561406706
1	1	1	1493922504568	15702513400391911960	13777815284561406706
1	1	1	1493922504582	17825877032759025809	13777815284561406706
1	1	1	1493922504587	5388843154432484065	13777815284561406706
1	1	1	1493922504614	8664718901548424607	13777815284561406706
1	1	1	1493922504623	14915222074835477356	13777815284561406706
1	1	1	1493922504660	10503830746502467854	13777815284561406706
1	1	1	1493922504661	3120545506391374495	13777815284561406706
1	1	1	1493922504664	10213638910127808030	13777815284561406706
1	1	1	1493922504665	2777406936536698463	13777815284561406706
1	1	1	1493922504682	3120545506391374495	13777815284561406706
1	1	1	1493922504690	13514137305519670789	13777815284561406706
1	1	1	1493922504719	313801810749262463	13777815284561406706
1	1	1	1493922504727	12620260354460886254	13777815284561406706
1	1	1	1493922504732	15192125046261217567	13777815284561406706
1	1	1	1493922504740	9737830430483417667	13777815284561406706
