n_1	n_2	n_3	t_01	c_02	c_01
1	1	1	1493914125753	15205927435722549745	14295041786072834031
7	1	1	1493914128645	1330489485408209501	5056603145450519601
4	1	1	1493914128699	6726138970929143085	5056603145450519601
8.5	1	1	1493914130500	13737962370049417010	6979003143710250552
4	1	1	1493914130506	1874857814475608295	6979003143710250552
1	1	1	1493914130533	11949049766997941991	6979003143710250552
14.5	1	1	1493914130538	9544145203823252426	6979003143710250552
1	1	1	1493914130541	10758234594700787265	6979003143710250552
7	1	1	1493914130549	18277155309485317777	6979003143710250552
7	1	1	1493914130560	1477764694144534415	6979003143710250552
4	1	1	1493914130570	12473572986694041195	6979003143710250552
1	1	1	1493914130575	2918281038109474663	6979003143710250552
1	1	1	1493914130578	7501159183813957553	6979003143710250552
38.5	1	1	1493914130587	11464297685141444301	6979003143710250552
1	1	1	1493914130601	17869135326563078230	6979003143710250552
5.5	1	1	1493914130605	8664718901548424607	6979003143710250552
1	1	1	1493914130607	17667242120279006042	6979003143710250552
8.5	1	1	1493914130617	1903912195931440818	6979003143710250552
10	1	1	1493914130629	16765718956633435083	6979003143710250552
7	1	1	1493914130633	11982065865359330002	6979003143710250552
1	1	1	1493914130635	4862919415890873448	6979003143710250552
2.5	1	1	1493914130636	5083668607903247144	6979003143710250552
7	1	1	1493914130659	5770711666981208091	6979003143710250552
1	1	1	1493914130665	13816007983256179447	6979003143710250552
1	1	1	1493914130666	12236636630577615147	6979003143710250552
5.5	1	1	1493914130670	17386056714204319804	6979003143710250552
11.5	1	1	1493914130672	17207035804849283887	6979003143710250552
14.5	1	1	1493914130674	2912395007609170358	6979003143710250552
4	1	1	1493914130677	13694654484581775357	6979003143710250552
4	1	1	1493914130696	5192968964289268501	6979003143710250552
14.5	1	1	1493914130698	15796853369399358206	6979003143710250552
1	1	1	1493914130710	8991658466653219165	6979003143710250552
1	1	1	1493914130729	15205927435722549745	6979003143710250552
10	1	1	1493914130744	13507389809832966475	6979003143710250552
7	1	1	1493914130748	14551030199892263089	6979003143710250552
2.5	1	1	1493914130751	17686479970923606440	6979003143710250552
10	1	1	1493914130752	6648472193321585296	6979003143710250552
5.5	1	1	1493914130761	8713501508307098951	6979003143710250552
5.5	1	1	1493914130780	5685791559122047194	6979003143710250552
4	1	1	1493914130789	13303196884855093814	6979003143710250552
4	1	1	1493914130792	17927186565659586310	6979003143710250552
4	1	1	1493914130798	17400593783565407178	6979003143710250552
19	1	1	1493914132594	3188653217501372862	8505767033581835638
5.5	1	1	1493914132632	8664718901548424607	8505767033581835638
1	1	1	1493914132718	15601932158720862031	8505767033581835638
7	1	1	1493914132719	2183882076818627552	8505767033581835638
14.5	1	1	1493914132787	9544145203823252426	8505767033581835638
1	1	1	1493914142608	8664718901548424607	13108381505890871107
1	1	1	1493914142639	10680789879338158678	13108381505890871107
1	1	1	1493914142690	9585992973977359876	13108381505890871107
1	1	1	1493914142733	3264241260099486104	13108381505890871107
1	1	1	1493914142756	2918281038109474663	13108381505890871107
1	1	1	1493914142780	10898404270943669666	13108381505890871107
1	1	1	1493914144721	13816007983256179447	1171082667122549422
1	1	1	1493914144774	8664718901548424607	1171082667122549422
1	1	1	1493914146642	14935894317037587276	9063237850813938579
7	1	1	1493914147519	18277155309485317777	10472302801998316682
10	1	1	1493914147552	9077615989125334657	10472302801998316682
1	1	1	1493914147600	7175125114780964094	10472302801998316682
10	1	1	1493914147612	16765718956633435083	10472302801998316682
5.5	1	1	1493914147687	1801431999810370137	10472302801998316682
1	1	1	1493914147733	1666884223470062653	10472302801998316682
25	1	1	1493914147768	2665815103940912083	10472302801998316682
1	1	1	1493914149523	10793114528339254987	15292609842600963123
1	1	1	1493914149653	9585992973977359876	15292609842600963123
1	1	1	1493914149663	6118351611368807092	15292609842600963123
1	1	1	1493914149668	5671893259725896454	6976252115026712143
1	1	1	1493914149712	83276891720283157	15292609842600963123
1	1	1	1493914149788	4862919415890873448	6976252115026712143
8.5	1	1	1493914162657	14485134489792817834	10955629318710143077
1	1	1	1493914164701	6561622699157249362	16968911495819055756
1	1	1	1493914166536	17667242120279006042	16033122181378997449
4	1	1	1493914166541	1874857814475608295	16033122181378997449
1	1	1	1493914166560	2990819200303074180	16033122181378997449
38.5	1	1	1493914166572	11464297685141444301	16033122181378997449
4	1	1	1493914166622	2306293516632017215	16033122181378997449
1	1	1	1493914166684	7175125114780964094	16033122181378997449
1	1	1	1493914166687	2918281038109474663	16033122181378997449
4	1	1	1493914166769	6128772998293150340	16033122181378997449
4	1	1	1493914172764	9585992973977359876	11401290989312318397
1	1	1	1493914178557	17351920528866685137	866498370931258796
1	1	1	1493914178614	16651615938943737748	866498370931258796
1	1	1	1493914178616	227342029213298138	866498370931258796
1	1	1	1493914178639	13523078477977289538	866498370931258796
1	1	1	1493914178643	8346803626625697383	866498370931258796
1	1	1	1493914178643	9544145203823252426	866498370931258796
1	1	1	1493914178663	8664718901548424607	866498370931258796
1	1	1	1493914178723	9500304851835807621	866498370931258796
1	1	1	1493914178739	1536157782515676827	866498370931258796
1	1	1	1493914178769	5134097191651349987	866498370931258796
1	1	1	1493914178775	5192968964289268501	866498370931258796
1	1	1	1493914178776	9585992973977359876	866498370931258796
1	1	1	1493914178777	11949049766997941991	866498370931258796
5.5	1	1	1493914181510	14301880009343272377	11071129100677785028
7	1	1	1493914181529	14719060852985699203	11071129100677785028
1	1	1	1493914181530	15205927435722549745	11071129100677785028
11.5	1	1	1493914181542	7985670548375794668	11071129100677785028
1	1	1	1493914181543	15205927435722549745	11071129100677785028
1	1	1	1493914181583	2918281038109474663	11071129100677785028
4	1	1	1493914181628	6128772998293150340	11071129100677785028
7	1	1	1493914181632	725858092493503998	11071129100677785028
14.5	1	1	1493914181646	9544145203823252426	11071129100677785028
7	1	1	1493914181654	2183882076818627552	11071129100677785028
4	1	1	1493914181655	3142325722740074350	11071129100677785028
8.5	1	1	1493914181659	16711113943393759208	11071129100677785028
4	1	1	1493914181665	8664718901548424607	11071129100677785028
1	1	1	1493914181680	12049857158653950212	11071129100677785028
1	1	1	1493914181686	4165132050234239758	11071129100677785028
8.5	1	1	1493914181687	15127996333272084081	11071129100677785028
4	1	1	1493914181695	1874857814475608295	11071129100677785028
4	1	1	1493914181710	6128772998293150340	11071129100677785028
4	1	1	1493914181710	8664718901548424607	11071129100677785028
1	1	1	1493914181714	13816007983256179447	11071129100677785028
4	1	1	1493914181718	15089587515237390326	11071129100677785028
10	1	1	1493914181743	10570806943385643419	11071129100677785028
1	1	1	1493914181744	6708367869717818421	11071129100677785028
4	1	1	1493914181750	6128772998293150340	11071129100677785028
1	1	1	1493914181752	15205927435722549745	11071129100677785028
4	1	1	1493914181756	6170152359000037503	11071129100677785028
1	1	1	1493914181758	16339337530104154880	11071129100677785028
13	1	1	1493914181758	2912395007609170358	11071129100677785028
10	1	1	1493914183505	10503878146262666097	7675075124841276053
1	1	1	1493914183525	11949049766997941991	7675075124841276053
2.5	1	1	1493914183537	8664718901548424607	7675075124841276053
7	1	1	1493914183539	2183882076818627552	7675075124841276053
1	1	1	1493914183551	14495909600080020024	7675075124841276053
1	1	1	1493914183552	13078685680183977209	7675075124841276053
1	1	1	1493914183602	7175125114780964094	7675075124841276053
1	1	1	1493914183611	2414941635428745510	7675075124841276053
10	1	1	1493914183632	10503878146262666097	7675075124841276053
7	1	1	1493914183675	3863513930385715561	7675075124841276053
1	1	1	1493914183706	12806969774292955024	7675075124841276053
7	1	1	1493914183707	14551030199892263089	7675075124841276053
38.5	1	1	1493914183727	11464297685141444301	7675075124841276053
11.5	1	1	1493914183790	7985670548375794668	7675075124841276053
1	1	1	1493914185561	3054879351439382847	2492258251034844007
14.5	1	1	1493914185620	9544145203823252426	2492258251034844007
1	1	1	1493914185675	9005049657734687693	2492258251034844007
25	1	1	1493914185710	2665815103940912083	2492258251034844007
10	1	1	1493914186562	16765718956633435083	13155383481518621606
1	1	1	1493914189559	10758234594700787265	15325404981630594846
7	1	1	1493914190547	725858092493503998	151420094743798927
1	1	1	1493914190583	9644117629515919242	151420094743798927
1	1	1	1493914190673	9739444591408594525	151420094743798927
1	1	1	1493914191522	7501159183813957553	16204606886007501408
1	1	1	1493914191530	7551127386362509384	16204606886007501408
1	1	1	1493914191560	12403696085892813048	16204606886007501408
17.5	1	1	1493914191560	1936483604198467336	16204606886007501408
13	1	1	1493914191564	7985670548375794668	16204606886007501408
2.5	1	1	1493914191578	17561952456535862195	16204606886007501408
1	1	1	1493914191590	12526498124752180550	16204606886007501408
4	1	1	1493914191597	6726138970929143085	16204606886007501408
4	1	1	1493914191625	16128214935713999236	16204606886007501408
7	1	1	1493914191731	14545478759404651831	16204606886007501408
13	1	1	1493914191752	2912395007609170358	16204606886007501408
1	1	1	1493914192506	5770711666981208091	17341034636050690607
1	1	1	1493914192514	12236636630577615147	17341034636050690607
1	1	1	1493914192523	12473572986694041195	7066240677714041883
1	1	1	1493914192524	6170152359000037503	7066240677714041883
1	1	1	1493914192525	7985670548375794668	7066240677714041883
1	1	1	1493914192538	957992774576256360	17341034636050690607
1	1	1	1493914192540	17386056714204319804	7066240677714041883
1	1	1	1493914192540	18366792803783431068	7066240677714041883
1	1	1	1493914192544	1666884223470062653	7066240677714041883
1	1	1	1493914192547	526158975789849323	17341034636050690607
1	1	1	1493914192553	438027866392819997	17341034636050690607
1	1	1	1493914192571	10503878146262666097	7066240677714041883
1	1	1	1493914192573	6642493793780283821	7066240677714041883
1	1	1	1493914192580	14839134753992642835	17341034636050690607
1	1	1	1493914192586	10693896803514645228	17341034636050690607
1	1	1	1493914192586	7265269915530262285	17341034636050690607
1	1	1	1493914192587	2918281038109474663	17341034636050690607
1	1	1	1493914192589	2306293516632017215	7066240677714041883
1	1	1	1493914192591	4165132050234239758	7066240677714041883
1	1	1	1493914192600	2912395007609170358	7066240677714041883
1	1	1	1493914192607	2322186379236917269	17341034636050690607
1	1	1	1493914192612	14949130648435794949	7066240677714041883
1	1	1	1493914192616	11949049766997941991	7066240677714041883
1	1	1	1493914192622	9544145203823252426	7066240677714041883
1	1	1	1493914192626	7394035962023899166	7066240677714041883
1	1	1	1493914192632	8713501508307098951	7066240677714041883
1	1	1	1493914192635	3188653217501372862	7066240677714041883
1	1	1	1493914192638	14495909600080020024	17341034636050690607
1	1	1	1493914192642	10503878146262666097	7066240677714041883
1	1	1	1493914192644	5192968964289268501	7066240677714041883
1	1	1	1493914192653	17667242120279006042	17341034636050690607
1	1	1	1493914192656	7795014477960920971	7066240677714041883
1	1	1	1493914192657	7175125114780964094	17341034636050690607
1	1	1	1493914192665	8196753459479500028	7066240677714041883
1	1	1	1493914192666	4477716336205849670	7066240677714041883
1	1	1	1493914192669	7985670548375794668	7066240677714041883
1	1	1	1493914192673	6484761099978166748	17341034636050690607
1	1	1	1493914192675	835855106238260647	7066240677714041883
1	1	1	1493914192678	13507389809832966475	17341034636050690607
1	1	1	1493914192678	6118351611368807092	17341034636050690607
1	1	1	1493914192678	9509178286244321665	17341034636050690607
1	1	1	1493914192700	957992774576256360	17341034636050690607
1	1	1	1493914192702	2665815103940912083	17341034636050690607
1	1	1	1493914192703	8896229822258699375	17341034636050690607
1	1	1	1493914192705	2918281038109474663	7066240677714041883
1	1	1	1493914192707	8664718901548424607	7066240677714041883
1	1	1	1493914192709	7629946351400454042	17341034636050690607
1	1	1	1493914192713	4636370299173934652	17341034636050690607
1	1	1	1493914192714	2863433269505777851	17341034636050690607
1	1	1	1493914192718	16765718956633435083	17341034636050690607
1	1	1	1493914192725	14495909600080020024	7066240677714041883
1	1	1	1493914192731	16765718956633435083	17341034636050690607
1	1	1	1493914192734	13630247288914428137	7066240677714041883
1	1	1	1493914192745	2851271713589382785	7066240677714041883
1	1	1	1493914192746	1874857814475608295	7066240677714041883
1	1	1	1493914192749	17686479970923606440	17341034636050690607
1	1	1	1493914192764	13303196884855093814	17341034636050690607
1	1	1	1493914192764	7265269915530262285	17341034636050690607
1	1	1	1493914192765	12498024567072486849	17341034636050690607
1	1	1	1493914192765	6484761099978166748	7066240677714041883
1	1	1	1493914192772	14301880009343272377	17341034636050690607
1	1	1	1493914192787	12236636630577615147	7066240677714041883
1	1	1	1493914192789	3863513930385715561	17341034636050690607
1	1	1	1493914192798	10570806943385643419	7066240677714041883
1	1	1	1493914192800	7629946351400454042	17341034636050690607
1	1	1	1493914203793	12473572986694041195	747596515400301312
1	1	1	1493914208506	11464297685141444301	7577337947544718450
1	1	1	1493914208536	15318502455195899238	7577337947544718450
1	1	1	1493914208538	7255543177891735343	7577337947544718450
1	1	1	1493914208541	10727989243303980461	7577337947544718450
1	1	1	1493914208554	10758234594700787265	7577337947544718450
1	1	1	1493914208562	18366792803783431068	7577337947544718450
1	1	1	1493914208579	526158975789849323	7577337947544718450
1	1	1	1493914208581	4165132050234239758	7577337947544718450
1	1	1	1493914208587	8664718901548424607	6976252115026712143
1	1	1	1493914208609	12946279604504358647	7577337947544718450
1	1	1	1493914208609	7985670548375794668	7577337947544718450
1	1	1	1493914208667	7629946351400454042	6976252115026712143
1	1	1	1493914208675	7985670548375794668	7577337947544718450
1	1	1	1493914208705	204655133746030986	7577337947544718450
1	1	1	1493914208723	9077615989125334657	7577337947544718450
1	1	1	1493914208748	15408444236104520168	7577337947544718450
1	1	1	1493914208749	15601932158720862031	7577337947544718450
1	1	1	1493914208783	12236636630577615147	7577337947544718450
1	1	1	1493914208795	17667242120279006042	6976252115026712143
1	1	1	1493914209503	6648472193321585296	8095912582178248746
1	1	1	1493914209522	7175125114780964094	8095912582178248746
1	1	1	1493914209539	10611007961394538213	8095912582178248746
1	1	1	1493914209539	12995894380866614245	8095912582178248746
1	1	1	1493914209546	7175125114780964094	8095912582178248746
1	1	1	1493914209549	8664718901548424607	8095912582178248746
1	1	1	1493914209558	3264241260099486104	8095912582178248746
1	1	1	1493914209579	17386056714204319804	8095912582178248746
1	1	1	1493914209592	15796853369399358206	8095912582178248746
1	1	1	1493914209624	15089587515237390326	8095912582178248746
1	1	1	1493914209637	12995894380866614245	8095912582178248746
1	1	1	1493914209637	1903912195931440818	8095912582178248746
1	1	1	1493914209644	6170152359000037503	8095912582178248746
1	1	1	1493914209648	10503878146262666097	8095912582178248746
1	1	1	1493914209650	10570806943385643419	8095912582178248746
1	1	1	1493914209652	83276891720283157	8095912582178248746
1	1	1	1493914209666	14475392532262432119	8095912582178248746
1	1	1	1493914209685	10503878146262666097	8095912582178248746
1	1	1	1493914209687	16051887458063369019	8095912582178248746
1	1	1	1493914209697	4773248326628598629	8095912582178248746
1	1	1	1493914209698	11949049766997941991	8095912582178248746
1	1	1	1493914209711	12995894380866614245	8095912582178248746
1	1	1	1493914209722	3188653217501372862	8095912582178248746
1	1	1	1493914209737	11464297685141444301	8095912582178248746
1	1	1	1493914209743	13571941301827825144	8095912582178248746
1	1	1	1493914209744	3447487909374375982	8095912582178248746
1	1	1	1493914209767	2665815103940912083	8095912582178248746
1	1	1	1493914209779	725858092493503998	8095912582178248746
1	1	1	1493914209781	13737962370049417010	8095912582178248746
1	1	1	1493914209785	16051887458063369019	8095912582178248746
1	1	1	1493914209793	16498851953306122704	8095912582178248746
1	1	1	1493914209800	4237331064773336951	8095912582178248746
1	1	1	1493914211612	11949049766997941991	524351868060372096
1	1	1	1493914215623	8664718901548424607	11351159129904354597
25	1	1	1493914215640	2665815103940912083	11351159129904354597
8.5	1	1	1493914215795	14485134489792817834	11351159129904354597
1	1	1	1493914220520	957992774576256360	1449629209779255199
1	1	1	1493914220539	6648472193321585296	1449629209779255199
1	1	1	1493914220541	6484761099978166748	1449629209779255199
1	1	1	1493914220556	3357165528367806273	1449629209779255199
1	1	1	1493914220574	9544145203823252426	1449629209779255199
1	1	1	1493914220580	957992774576256360	1449629209779255199
1	1	1	1493914220586	957992774576256360	1449629209779255199
1	1	1	1493914220589	2863433269505777851	1449629209779255199
1	1	1	1493914220590	10680789879338158678	1449629209779255199
1	1	1	1493914220601	3863513930385715561	1449629209779255199
1	1	1	1493914220608	12080111466712769068	1449629209779255199
1	1	1	1493914220636	2322186379236917269	1449629209779255199
1	1	1	1493914220651	2912395007609170358	1449629209779255199
1	1	1	1493914220662	835855106238260647	1449629209779255199
1	1	1	1493914220674	17386056714204319804	1449629209779255199
1	1	1	1493914220687	5685791559122047194	1449629209779255199
1	1	1	1493914220705	7985670548375794668	1449629209779255199
1	1	1	1493914220715	8713501508307098951	1449629209779255199
1	1	1	1493914220717	2306293516632017215	1449629209779255199
1	1	1	1493914220723	5685791559122047194	1449629209779255199
1	1	1	1493914220726	16051887458063369019	1449629209779255199
1	1	1	1493914220749	3863513930385715561	1449629209779255199
1	1	1	1493914220764	12080111466712769068	1449629209779255199
1	1	1	1493914224515	14551030199892263089	16052987301253632698
1	1	1	1493914224548	1874857814475608295	16052987301253632698
1	1	1	1493914224562	17667242120279006042	16052987301253632698
1	1	1	1493914224601	15408444236104520168	16052987301253632698
1	1	1	1493914224613	7985670548375794668	16052987301253632698
1	1	1	1493914224622	17667242120279006042	16052987301253632698
1	1	1	1493914224625	8940113311975367378	16052987301253632698
1	1	1	1493914224662	14839134753992642835	16052987301253632698
1	1	1	1493914224668	15408444236104520168	16052987301253632698
1	1	1	1493914227628	10898404270943669666	7613836921410008444
1	1	1	1493914227736	2918281038109474663	7613836921410008444
1	1	1	1493914228551	10758234594700787265	10262417172866256714
1	1	1	1493914228560	10823104462398856413	10262417172866256714
1	1	1	1493914228587	3054879351439382847	10262417172866256714
1	1	1	1493914228627	11551677123325460780	10262417172866256714
1	1	1	1493914228637	5192968964289268501	10262417172866256714
1	1	1	1493914228643	8896229822258699375	10262417172866256714
1	1	1	1493914228679	9644117629515919242	10262417172866256714
1	1	1	1493914228698	16781873755504612959	10262417172866256714
1	1	1	1493914228747	7795014477960920971	10262417172866256714
1	1	1	1493914228755	8705354528228983783	10262417172866256714
1	1	1	1493914228798	14839134753992642835	10262417172866256714
1	1	1	1493914229574	14475392532262432119	5307348847330800148
1	1	1	1493914229741	8896229822258699375	5307348847330800148
1	1	1	1493914231501	8664718901548424607	11641925177321598761
1	1	1	1493914231554	16915420517823762086	11641925177321598761
1	1	1	1493914231579	3054879351439382847	11641925177321598761
1	1	1	1493914231596	9849552495916499153	11641925177321598761
1	1	1	1493914231608	11464297685141444301	11641925177321598761
1	1	1	1493914231627	10354250474131609932	11641925177321598761
1	1	1	1493914231686	17386056714204319804	11641925177321598761
1	1	1	1493914231732	15596424514926685300	11641925177321598761
1	1	1	1493914231734	1683878840724087760	11641925177321598761
1	1	1	1493914231736	16781873755504612959	11641925177321598761
1	1	1	1493914231774	10354250474131609932	11641925177321598761
1	1	1	1493914233529	8167834896040751346	4833311707887202853
1	1	1	1493914233735	14124193195459634995	4833311707887202853
1	1	1	1493914235517	13303196884855093814	13172069201475920018
1	1	1	1493914235522	12080111466712769068	13172069201475920018
1	1	1	1493914235539	17386056714204319804	13172069201475920018
1	1	1	1493914235543	9544145203823252426	13172069201475920018
1	1	1	1493914235557	3863513930385715561	13172069201475920018
1	1	1	1493914235560	5804828223645372681	13172069201475920018
1	1	1	1493914235572	957992774576256360	13172069201475920018
1	1	1	1493914235591	8664718901548424607	13172069201475920018
1	1	1	1493914235624	8878828325151169916	13172069201475920018
1	1	1	1493914235646	16313388004208767989	13172069201475920018
1	1	1	1493914235678	6170152359000037503	13172069201475920018
1	1	1	1493914235709	1903912195931440818	13172069201475920018
1	1	1	1493914235730	15956726271168250188	13172069201475920018
1	1	1	1493914235732	13630247288914428137	13172069201475920018
1	1	1	1493914235753	9585992973977359876	13172069201475920018
1	1	1	1493914235754	5804828223645372681	13172069201475920018
1	1	1	1493914235779	8664718901548424607	13172069201475920018
1	1	1	1493914237504	12806969774292955024	1194102935068680138
7	1	1	1493914237629	14551030199892263089	1194102935068680138
1	1	1	1493914237787	526158975789849323	1194102935068680138
8.5	1	1	1493914241799	9661099637545881818	14941148092715453208
2.5	1	1	1493914244549	16270325575650130306	11270205104186893069
13	1	1	1493914244750	7985670548375794668	5624027426110697212
1	1	1	1493914248690	16711113943393759208	10146935579816002146
8.5	1	1	1493914251523	8940113311975367378	11096317149202852454
13	1	1	1493914253500	7985670548375794668	666951211695364061
13	1	1	1493914253545	7985670548375794668	666951211695364061
1	1	1	1493914255586	8664718901548424607	2584190023390948504
25	1	1	1493914257709	2665815103940912083	10867461078906352040
1	1	1	1493914260524	8664718901548424607	17412219802511293702
13	1	1	1493914262711	7985670548375794668	5822014373960055210
1	1	1	1493914263701	2414941635428745510	15241039135429493569
2.5	1	1	1493914264592	2306293516632017215	12747865718064511473
7	1	1	1493914264605	2183882076818627552	12747865718064511473
13	1	1	1493914264625	7985670548375794668	12747865718064511473
13	1	1	1493914264656	7985670548375794668	12747865718064511473
1	1	1	1493914265571	8664718901548424607	394409780997132721
1	1	1	1493914266513	2665815103940912083	18095752142559980776
1	1	1	1493914268553	12403696085892813048	4673338543601621235
25	1	1	1493914271503	2665815103940912083	5624027426110697212
1	1	1	1493914271510	8664718901548424607	5624027426110697212
1	1	1	1493914271516	16270325575650130306	5624027426110697212
8.5	1	1	1493914271578	13340660697580136120	5624027426110697212
1	1	1	1493914271600	8991658466653219165	5624027426110697212
4	1	1	1493914271615	16313388004208767989	5624027426110697212
1	1	1	1493914271616	526158975789849323	5624027426110697212
13	1	1	1493914271646	7692417240246312261	5624027426110697212
2.5	1	1	1493914271684	2306293516632017215	5624027426110697212
4	1	1	1493914271686	10323685754356465240	5624027426110697212
7	1	1	1493914271754	1477764694144534415	5624027426110697212
4	1	1	1493914271755	14551410799092051783	5624027426110697212
1	1	1	1493914272561	16270325575650130306	6024605570577548894
1	1	1	1493914272758	2918281038109474663	6024605570577548894
1	1	1	1493914273538	14660019741919913909	12865777954617138183
1	1	1	1493914273680	17667242120279006042	14620314743990730042
10	1	1	1493914273738	16765718956633435083	14620314743990730042
8.5	1	1	1493914273739	18277155309485317777	14620314743990730042
1	1	1	1493914273753	8664718901548424607	14620314743990730042
1	1	1	1493914274507	10492669715296545388	16630546365101739757
1	1	1	1493914274521	10898404270943669666	16630546365101739757
1	1	1	1493914274583	15024512954312762555	16630546365101739757
1	1	1	1493914274652	10492669715296545388	16630546365101739757
1	1	1	1493914274715	12526498124752180550	16630546365101739757
1	1	1	1493914274731	7255543177891735343	16630546365101739757
1	1	1	1493914274739	7255543177891735343	16630546365101739757
1	1	1	1493914274771	11970906525582425913	16630546365101739757
7	1	1	1493914277616	1477764694144534415	5457989098531987370
8.5	1	1	1493914278511	8940113311975367378	2681867155814571329
7	1	1	1493914279702	14545478759404651831	7103523838527241264
1	1	1	1493914286525	5449062665995627703	357410106036509559
1	1	1	1493914286602	5449062665995627703	357410106036509559
1	1	1	1493914295512	16270325575650130306	3881201837297951063
1	1	1	1493914295698	17207035804849283887	3881201837297951063
1	1	1	1493914295783	4165132050234239758	3881201837297951063
1	1	1	1493914298572	8664718901548424607	842788622670220877
1	1	1	1493914298577	8664718901548424607	842788622670220877
1	1	1	1493914299528	17535442937335895978	18095752142559980776
1	1	1	1493914299536	1477764694144534415	18095752142559980776
1	1	1	1493914299595	17207035804849283887	18095752142559980776
1	1	1	1493914299613	12049857158653950212	18095752142559980776
1	1	1	1493914299628	9439944905270670064	18095752142559980776
1	1	1	1493914299629	2414941635428745510	18095752142559980776
1	1	1	1493914299660	8991658466653219165	18095752142559980776
1	1	1	1493914299696	12046675165848454188	18095752142559980776
1	1	1	1493914299761	14551030199892263089	18095752142559980776
1	1	1	1493914299776	6128772998293150340	18095752142559980776
1	1	1	1493914300501	11464297685141444301	6970527067880704772
1	1	1	1493914300543	2918281038109474663	6970527067880704772
1	1	1	1493914300634	16051887458063369019	6970527067880704772
1	1	1	1493914300654	8664718901548424607	6970527067880704772
1	1	1	1493914300663	11949049766997941991	6970527067880704772
1	1	1	1493914300740	10693896803514645228	6970527067880704772
1	1	1	1493914300761	17386056714204319804	6970527067880704772
1	1	1	1493914300763	14475392532262432119	6970527067880704772
1	1	1	1493914300799	1801431999810370137	6970527067880704772
1	1	1	1493914300800	12473572986694041195	6970527067880704772
1	1	1	1493914303592	2665815103940912083	9183868773836528488
1	1	1	1493914303611	14963048958978129404	1907029874473283795
1	1	1	1493914303663	2665815103940912083	9183868773836528488
1	1	1	1493914303765	5174530059005220399	1907029874473283795
1	1	1	1493914303780	14935894317037587276	1907029874473283795
1	1	1	1493914303786	14124193195459634995	1907029874473283795
1	1	1	1493914305581	17351920528866685137	1127894708606208014
11.5	1	1	1493914305610	10503878146262666097	1127894708606208014
1	1	1	1493914305743	12074464320850218373	1127894708606208014
7	1	1	1493914305754	14551030199892263089	1127894708606208014
1	1	1	1493914305783	17667242120279006042	1127894708606208014
13	1	1	1493914310523	7985670548375794668	15251106421825001213
13	1	1	1493914310539	7985670548375794668	15251106421825001213
13	1	1	1493914310553	7985670548375794668	15251106421825001213
17.5	1	1	1493914310555	2912395007609170358	15251106421825001213
1	1	1	1493914312512	6128772998293150340	1935499606723909180
1	1	1	1493914312569	10503878146262666097	1935499606723909180
1	1	1	1493914312644	6561622699157249362	1935499606723909180
1	1	1	1493914312649	2665815103940912083	1935499606723909180
1	1	1	1493914312659	2665815103940912083	1935499606723909180
1	1	1	1493914312710	16270325575650130306	1935499606723909180
1	1	1	1493914312746	4636370299173934652	1935499606723909180
1	1	1	1493914312777	2918281038109474663	1935499606723909180
1	1	1	1493914312778	7175125114780964094	1935499606723909180
1	1	1	1493914312793	8878828325151169916	1935499606723909180
1	1	1	1493914312799	3188653217501372862	1935499606723909180
1	1	1	1493914317700	8991658466653219165	16231995099163201030
1	1	1	1493914317718	7175125114780964094	16231995099163201030
1	1	1	1493914317757	2918281038109474663	16231995099163201030
1	1	1	1493914318728	9544145203823252426	969588119823218341
1	1	1	1493914321614	13507389809832966475	7537933956884753838
1	1	1	1493914322530	9585992973977359876	11206820672907000307
1	1	1	1493914322548	14963048958978129404	11206820672907000307
1	1	1	1493914322554	2912395007609170358	11206820672907000307
1	1	1	1493914322598	7985670548375794668	11206820672907000307
1	1	1	1493914322604	16051887458063369019	11206820672907000307
1	1	1	1493914322672	14124193195459634995	11206820672907000307
1	1	1	1493914322791	8664718901548424607	11206820672907000307
1	1	1	1493914322797	16051887458063369019	11206820672907000307
1	1	1	1493914325500	4631975640642555313	13108381505890871107
1	1	1	1493914325524	14634065541911804265	13108381505890871107
1	1	1	1493914325533	1274235003174774380	13108381505890871107
1	1	1	1493914325535	9544145203823252426	9488101314102954095
1	1	1	1493914325581	526158975789849323	9488101314102954095
1	1	1	1493914325608	16339337530104154880	13108381505890871107
1	1	1	1493914325638	4165132050234239758	13108381505890871107
1	1	1	1493914325647	2912395007609170358	13108381505890871107
1	1	1	1493914325700	11949049766997941991	13108381505890871107
1	1	1	1493914325722	16270325575650130306	9488101314102954095
1	1	1	1493914329554	2851271713589382785	2078034422813897433
1	1	1	1493914329570	7175125114780964094	2078034422813897433
1	1	1	1493914329591	3357165528367806273	2078034422813897433
1	1	1	1493914329662	14601224357313558804	2078034422813897433
1	1	1	1493914329766	4165132050234239758	2078034422813897433
11.5	1	1	1493914331571	10503878146262666097	2557011047635439044
1	1	1	1493914331591	4165132050234239758	2557011047635439044
5.5	1	1	1493914331624	8713501508307098951	2557011047635439044
8.5	1	1	1493914331674	4477716336205849670	2557011047635439044
4	1	1	1493914331689	12473572986694041195	2557011047635439044
17.5	1	1	1493914331706	2912395007609170358	2557011047635439044
13	1	1	1493914331750	17182751344479566837	2557011047635439044
5.5	1	1	1493914331795	5685791559122047194	2557011047635439044
1	1	1	1493914332577	6409821024638183003	4561948433328114586
1	1	1	1493914332607	13340660697580136120	4561948433328114586
1	1	1	1493914332693	3357165528367806273	1172124467894268637
