c_02	n_1	n_2	n_3	n_4	n_5	n_6	n_7	n_8	n_9
13380999120318457447	34120	28	9121	4681	7937.5	12383.5	116.5	1	1
6242715582606015940	1054	8.5	1	469	586	1	1	1	1
9327568048864880359	15769	17.5	1	8078.5	7646.5	46	19	1	1
16478169169099068757	1	1	1	1	1	1	1	1	1
12697940647499709206	7807	26.5	1	1	6706	1102	1	1	1
4698499583522264014	15034	7	1	1	4736.5	10298.5	212.5	1	1
5533153376625115723	282918	95.5	1	1043.5	52426	229450	5701	1	1
17321468619620024623	1	1	1	1	1	1	1	1	1
3827360957174605095	232012	106	158.5	31271.5	108078	92507.5	3937	1	1
4826418361285051365	8209	13	1	1	6203.5	2006.5	1	1	1
15601932158720862031	636421	52	280360	62891.5	52261	240912	7741	1	1
9629013302726533699	764.5	5.5	1	1	146.5	619	2.5	1	1
1220139284537079084	1	1	1	1	1	1	1	1	1
10610818623659070828	1	1	1	1	1	1	1	1	1
5987273195401332476	27511	26.5	1	805	1537	25171	604	1	1
486768094983643314	1	1	1	1	1	1	1	1	1
10084285344811387405	1	1	1	1	1	1	1	1	1
3104192989931276953	1	1	1	1	1	1	1	1	1
14547899003305889960	76390	215.5	17941	27073	22103.5	9275.5	616	1	1
4633229874401166798	4283.5	11.5	1	284.5	1	4000	1	1	1
15423814684388967294	540230	295	149830	44000.5	141812	204590	10373.5	1	1
14620666573115061511	1	1	1	1	1	1	1	1	1
9835349674922418388	1	1	1	1	1	1	1	1	1
1069973233765884305	1	1	1	1	1	1	1	1	1
12349766644491564547	12166	8.5	1	1	818.5	11348.5	1	1	1
5235361990565489849	22073.5	14.5	1	1	8572	13502.5	442	1	1
16460154638185636782	112638	83.5	1348	14266	73939	23087.5	845.5	1	1
5353234656141339129	1496.5	4	1	1	1496.5	1	1	1	1
14336589670764649871	60451	59.5	1	9775	27667	23011	29.5	1	1
6611993986524603321	46292.5	7	1414	1	9620.5	35260	1	1	1
5264071156524798313	1	1	1	1	1	1	1	1	1
8564686533891664109	41.5	5.5	1	1	1	41.5	1	1	1
8818103909528193438	1	1	1	1	1	1	1	1	1
3975444091902560289	15436	11.5	1	1802.5	6032.5	7603	358	1	1
10349157227243838938	1	1	1	1	1	1	1	1	1
14095752147896592568	1	1	1	1	1	1	1	1	1
16340165782606134867	143.5	2.5	1	1	143.5	1	1	1	1
9644117629515919242	146248	19	11843.5	1	1	134406	577	1	1
11819332913192022696	116.5	2.5	1	1	116.5	1	1	1	1
16326125933043488317	1	1	1	1	1	1	1	1	1
1009858278144694096	19685.5	46	1	271	15455.5	3961	475	1	1
13090413620272607264	1	1	1	1	1	1	1	1	1
14763243817905105918	2108.5	7	1	101.5	2008	1	1	1	1
5481615736890269759	89851	44.5	22052.5	17768.5	23729.5	26303.5	4424.5	1	1
14469927908814467223	1	1	1	1	1	1	1	1	1
17299662747258810878	1	1	1	1	1	1	1	1	1
4463665458087801852	1	1	1	1	1	1	1	1	1
5801736614632569819	1	1	1	1	1	1	1	1	1
9735980460315936282	1	1	1	1	1	1	1	1	1
6992313548913595926	101278	31	1	1	41986	59293	50.5	1	1
7724021838306776928	3022	7	223	1	656.5	2144.5	1	1	1
6898743004549894882	1	1	1	1	1	1	1	1	1
13810157266353097293	87217	11.5	1	1	22825	64393	155.5	1	1
313392339626461528	1	1	1	1	1	1	1	1	1
12470273387359615281	1	1	1	1	1	1	1	1	1
3902704418969883388	283476	47.5	171980	44467	1556.5	65474.5	5897.5	1	1
28430942333180940	11026	10	1	1	10886.5	140.5	1	1	1
5105602496773326439	1	1	1	1	1	1	1	1	1
7701806821064007447	1	1	1	1	1	1	1	1	1
4269731103308891812	1	1	1	1	1	1	1	1	1
1775729111549317466	1	1	1	1	1	1	1	1	1
8347617821060319539	1	1	1	1	1	1	1	1	1
12923545894322733684	1	1	1	1	1	1	1	1	1
15074873066818620040	958	7	1	1	950.5	8.5	1	1	1
10525330446114178543	1073.5	2.5	1073.5	1	1	1	1	1	1
16553129407141487054	39611.5	44.5	1	11623	12071.5	15919	289	1	1
1847643475309739319	1	1	1	1	1	1	1	1	1
14320061219175823426	1	1	1	1	1	1	1	1	1
18050046820478947303	1	1	1	1	1	1	1	1	1
9770540083223909078	1	1	1	1	1	1	1	1	1
14132664921982389741	1	1	1	1	1	1	1	1	1
18004248657209962045	1	1	1	1	1	1	1	1	1
7771701618029272554	1	1	1	1	1	1	1	1	1
15456219386247903894	761490	175	186384	1	32875	542233	22417	1	1
8019232157227093056	17911	67	1852	1	3620.5	12440.5	22	1	1
12916764174217020949	2861.5	20.5	556	1	272.5	2035	5.5	1	1
6965630730177421587	842.5	2.5	1	1	842.5	1	1	1	1
10729035423171398305	2837.5	10	1	412	2156.5	271	1	1	1
15449895393103782443	1	1	1	1	1	1	1	1	1
1280779521056174143	1	1	1	1	1	1	1	1	1
15455208963913112612	1	1	1	1	1	1	1	1	1
14642224429027721233	1	1	1	1	1	1	1	1	1
17364529522370087462	53132.5	37	493	383.5	4042	48217	7	1	1
11412585318255656933	403	5.5	1	185.5	218.5	1	1	1	1
2089482320423148296	4280.5	4	1	1	1228	3053.5	1	1	1
8155639589764359056	15584.5	19	1	7925.5	3245.5	4415.5	1	1	1
12440499171364832121	41.5	2.5	1	1	1	41.5	1	1	1
8340583784525697502	103714	13	72061	17453.5	5630.5	8572	4295.5	1	1
14988198623548304563	1	1	1	1	1	1	1	1	1
5285169948651661722	93317.5	92.5	1	30806.5	34478.5	28034.5	952	1	1
3212468665514456914	1	1	1	1	1	1	1	1	1
5839221794884581625	6821.5	23.5	1	803.5	2014	4006	23.5	1	1
14266479615347575496	16670.5	14.5	1	1	4798	11873.5	5.5	1	1
1894925775719356104	1	1	1	1	1	1	1	1	1
9070290363300340821	1	1	1	1	1	1	1	1	1
17386807292621150134	1	1	1	1	1	1	1	1	1
8566035507834954268	1	1	1	1	1	1	1	1	1
12182098552888406238	1	1	1	1	1	1	1	1	1
1174757887829811356	17314	22	673	1	1	16642	1139.5	1	1
2843111300167104527	645901	304	147550	19097.5	218704	260552	16337.5	1	1
18076108960093556562	74897.5	64	1	21227.5	50086	3586	4	1	1
8841043783060795084	1	1	1	1	1	1	1	1	1
6431357802687825257	1	1	1	1	1	1	1	1	1
3940448796125301648	1	1	1	1	1	1	1	1	1
13366735210112990526	1	1	1	1	1	1	1	1	1
12733093707563937043	1	1	1	1	1	1	1	1	1
10969634464744474582	1	1	1	1	1	1	1	1	1
15593319181827481515	37790.5	34	1	7879	16709.5	13204	13	1	1
9475493747410030552	7142.5	23.5	1	1	4523.5	2620	1	1	1
6897012509536731410	1	1	1	1	1	1	1	1	1
16929816303164775252	24988	28	191.5	262	13885	10652.5	194.5	1	1
13205001453050849789	1	1	1	1	1	1	1	1	1
8647598237172690668	559	4	1	1	548.5	11.5	1	1	1
150636141424779353	1	1	1	1	1	1	1	1	1
469916766003963495	1	1	1	1	1	1	1	1	1
3012094928372286119	1	1	1	1	1	1	1	1	1
14344541283986870071	22564	40	8408.5	1	2336.5	11821	77.5	1	1
909156749462743310	152677	83.5	7561	2077	18529	124513	2849.5	1	1
13303196884855093814	1	1	1	1	1	1	1	1	1
14203947170214992820	1	1	1	1	1	1	1	1	1
16461761065668296736	30548.5	19	5359	2084.5	1678	21430	547	1	1
5349411428388309561	2245	14.5	500.5	310	494.5	943	1	1	1
16196063810112991102	1	1	1	1	1	1	1	1	1
11676399347075483723	2098	7	1	1855	1	244	2.5	1	1
6459110654217869559	10334.5	16	1	1702	5893	2741.5	1	1	1
10002745549886477908	1	1	1	1	1	1	1	1	1
11544515007154110729	1	1	1	1	1	1	1	1	1
8239651715331378254	12197.5	7	1	8741.5	3457	1	295	1	1
247799735535947300	1	1	1	1	1	1	1	1	1
6101265847030281971	1	1	1	1	1	1	1	1	1
15127543573745837673	1	1	1	1	1	1	1	1	1
3116692138875044693	65003.5	20.5	3872.5	1	53473	7660	484	1	1
14551410799092051783	932.5	7	653.5	1	1	280	5.5	1	1
17511756083384258620	47426.5	40	6314.5	3020.5	25063	13031.5	2639.5	1	1
1310170985196073605	369691	37	901	1	33503.5	335288	9409	1	1
17014978758665780370	9223	17.5	1	1	1688.5	7535.5	88	1	1
1193653994865072272	13985.5	29.5	73	1	9245.5	4669	1	1	1
14873976812932308440	1	1	1	1	1	1	1	1	1
17507686944945194906	5218	7	3835	178	1	1207	1	1	1
6331724178360665450	1	1	1	1	1	1	1	1	1
80302490817926939	1	1	1	1	1	1	1	1	1
1079073217227286547	1	1	1	1	1	1	1	1	1
16089280653443010393	281972	122.5	1	28748.5	76016.5	177210	4378	1	1
8457544555758032016	85225	49	1	18949	52468	13810	1204	1	1
16875522536456287991	1	1	1	1	1	1	1	1	1
2970643818099951912	27110.5	8.5	1	11272	15839.5	1	1450	1	1
7264146232749448597	96005.5	215.5	1072	6014.5	46259.5	42662.5	200.5	1	1
2775905402252017146	6629.5	5.5	4762	1	1	1868.5	1	1	1
9058829164624530222	1	1	1	1	1	1	1	1	1
514432704169707828	1	1	1	1	1	1	1	1	1
12222237779955366647	1	1	1	1	1	1	1	1	1
4250802641909914644	1	1	1	1	1	1	1	1	1
545984578422060325	1	1	1	1	1	1	1	1	1
12611230161912733543	10121.5	13	1273	1	6971.5	1879	46	1	1
106307213446707983	1	1	1	1	1	1	1	1	1
12421511285382816632	235639	233.5	42508	71135.5	39475	82523.5	47.5	1	1
17066762954350942730	15010	16	12577	1	1	2434	46	1	1
4677832475107458260	1	1	1	1	1	1	1	1	1
4282833152239660059	1	1	1	1	1	1	1	1	1
1640295935214901210	58235.5	32.5	1	1	17458	40778.5	25	1	1
10235140712874232080	40189	37	737.5	6395.5	19825	13234	475	1	1
2842935773800649496	511	4	1	511	1	1	1	1	1
4904094737343321147	1	1	1	1	1	1	1	1	1
12854935834016707116	652795	160	126118	24484	250640	251556	6166	1	1
4972753612383825134	47341	23.5	1	860.5	15347.5	31135	260.5	1	1
15083509906942699025	10480	8.5	1	1	3883	6598	35.5	1	1
8367831858738786215	36179.5	28	1	3623.5	24283	8275	325	1	1
15154854990944409747	16756	43	755.5	6029.5	5929	4045	278.5	1	1
16958784785139060812	29603.5	32.5	1	16108	2591.5	10906	4	1	1
4259008129348481107	4118.5	13	1	587.5	2575	958	1	1	1
5056768655394882567	20971	74.5	1147	3926.5	8311	7589.5	449.5	1	1
16596200797906567827	1	1	1	1	1	1	1	1	1
200768134603137769	1	1	1	1	1	1	1	1	1
89421288735378653	1	1	1	1	1	1	1	1	1
488449459596201659	1	1	1	1	1	1	1	1	1
11458821868449137938	1	1	1	1	1	1	1	1	1
15554207488980002690	1	1	1	1	1	1	1	1	1
12225738289084218661	3577	13	1	3577	1	1	38.5	1	1
7486836400604271340	1	1	1	1	1	1	1	1	1
13914685137916392451	599.5	4	1	1	599.5	1	5.5	1	1
17899958896718597619	1	1	1	1	1	1	1	1	1
12248927991034715955	124	2.5	1	124	1	1	1	1	1
5954746493965024972	22397.5	37	884.5	14528.5	2428	4559.5	104.5	1	1
6719990107412334725	5879.5	13	74.5	1	2321.5	3485.5	2.5	1	1
7331891959761514673	3580	11.5	1	3302.5	278.5	1	1	1	1
6785795545756946356	1	1	1	1	1	1	1	1	1
3407149276892301126	1	1	1	1	1	1	1	1	1
1135999430664094203	1	1	1	1	1	1	1	1	1
9770110817929854883	206431	238	62275	10607.5	40373.5	93178	2110	1	1
11630586916588795346	93413.5	49	30533.5	5954.5	25166.5	31762	1	1	1
5685086722975517779	1	1	1	1	1	1	1	1	1
349814258763964978	3103	7	1	1	3103	1	1	1	1
5924439299688192224	42308.5	31	5488	1	19385.5	17437	446.5	1	1
17993323407225873879	1	1	1	1	1	1	1	1	1
8443628353289338763	1	1	1	1	1	1	1	1	1
2975206687266792269	153164	59.5	5176	48185.5	19898.5	79907.5	2245	1	1
16051887458063369019	477480	302.5	158209	107623	73537	138114	2146	1	1
7422074325908983015	20843.5	25	1	8834.5	11744.5	266.5	557.5	1	1
7160741994058569934	1	1	1	1	1	1	1	1	1
10857743312503252715	4718.5	5.5	1	1	1	4718.5	1	1	1
1541352109190965136	66593.5	68.5	1	13009	8518	45068.5	212.5	1	1
11806083575847431072	1	1	1	1	1	1	1	1	1
18190105317641181086	1	1	1	1	1	1	1	1	1
15580982754455872954	7933	10	1	181	5545	2209	5.5	1	1
10758234594700787265	1	1	1	1	1	1	1	1	1
2941825592690078407	1	1	1	1	1	1	1	1	1
16978522782667442622	57601	44.5	3485.5	6152.5	27691	20275	223	1	1
13141042266921907139	1	1	1	1	1	1	1	1	1
14591858583837385148	1	1	1	1	1	1	1	1	1
3431535863490656595	1	1	1	1	1	1	1	1	1
8422282171813365048	1	1	1	1	1	1	1	1	1
10815479578853918978	1	1	1	1	1	1	1	1	1
8792200157535969835	1	1	1	1	1	1	1	1	1
10498886471377685780	1	1	1	1	1	1	1	1	1
10890187032290389929	1	1	1	1	1	1	1	1	1
11323104891204525236	70024	133	10174	2642.5	29771.5	27439	11.5	1	1
13506215074914776412	19804	22	1	7	3058	16741	425.5	1	1
5148846707983778918	2956	2.5	1	1	1	2956	1	1	1
7361475672654970475	29.5	2.5	1	1	1	29.5	1	1	1
12538458487467446352	1	1	1	1	1	1	1	1	1
3542092635692315857	1	1	1	1	1	1	1	1	1
16097748618758379498	116.5	4	1	1	116.5	1	17.5	1	1
16848510603139547312	1	1	1	1	1	1	1	1	1
14047607744623144585	558426	64	89141.5	61078	101150	307058	13193.5	1	1
9031841767330294000	1364.5	8.5	1	748	457	161.5	1	1	1
16195328185847962550	21338.5	29.5	18677.5	1	1780	883	1	1	1
11134196693054779826	1	1	1	1	1	1	1	1	1
8485902244708974879	1	1	1	1	1	1	1	1	1
12858739519436147689	1	1	1	1	1	1	1	1	1
7491700878520999568	1	1	1	1	1	1	1	1	1
8605442431456204891	1	1	1	1	1	1	1	1	1
5022060059740077106	1	1	1	1	1	1	1	1	1
13704112578791135102	1.11959e+06	157	198750	23030.5	372049	525764	24854.5	1	1
10114739647889539637	1	1	1	1	1	1	1	1	1
13009524950190300032	1	1	1	1	1	1	1	1	1
11518783621677138541	8026	7	1640.5	1	853	5534.5	256	1	1
10869583987916984339	1	1	1	1	1	1	1	1	1
205746511889938891	614.5	8.5	1	1	67	548.5	2.5	1	1
7168679505759389539	5213.5	25	1	161.5	1498	3556	1	1	1
12755017232374323968	20510.5	10	1	566.5	13963	5983	1198	1	1
9174509059342997144	1	1	1	1	1	1	1	1	1
10216732233465100343	1	1	1	1	1	1	1	1	1
12100354161454771838	1	1	1	1	1	1	1	1	1
5181751929318986754	2983	2.5	1	1	2983	1	1	1	1
12142979882793328803	228457	26.5	6749.5	9817	81502	130392	3808	1	1
14928530658231527121	3064	28	1	788.5	395.5	1882	1	1	1
8476970874409121942	4372	10	1	1405	1174	1795	13	1	1
3755369643257010624	1	1	1	1	1	1	1	1	1
16241622517427432485	18766	13	5069.5	3970	3695.5	6034	746.5	1	1
9387875195516626473	5950	23.5	271	1019.5	2059	2603.5	32.5	1	1
11557623330950056175	4132	20.5	1	1	2572	1561	1	1	1
8623616123251847803	66019	44.5	8129.5	1	19736.5	38155	157	1	1
17400593783565407178	11653	11.5	6964	1	1	4690	211	1	1
6000991943352258867	47522.5	37	1	1	20756.5	26767	301	1	1
4733997095565583796	1	1	1	1	1	1	1	1	1
10022101839672087421	106729	28	1	3127	24901	78703	2788	1	1
10785396812542394013	1	1	1	1	1	1	1	1	1
1636292371633667540	1	1	1	1	1	1	1	1	1
11796641224822668765	1	1	1	1	1	1	1	1	1
7552240403298925960	1	1	1	1	1	1	1	1	1
8136727725931410131	48187	28	1	11158	23200	13831	413.5	1	1
15342632216249566479	1	1	1	1	1	1	1	1	1
634693713512317434	51289	70	1	17032	32432.5	1826.5	49	1	1
5647306688162795778	16991.5	28	1	6302.5	3836.5	6854.5	71.5	1	1
8039425388246958193	1	1	1	1	1	1	1	1	1
15959405576310702049	553	4	1	1	1	553	1	1	1
14217069209869681549	27149.5	82	15269.5	28	2170	9685	403	1	1
14895853772736527324	352999	226	175470	32986	914.5	143632	8420.5	1	1
10767442329372462665	1	1	1	1	1	1	1	1	1
10572014731581664588	11.5	2.5	1	1	1	11.5	1	1	1
13153210979728611972	1	1	1	1	1	1	1	1	1
13256345716329592469	404826	115	20644	20030.5	212924	151230	4250.5	1	1
9424597126029868684	5824	16	1	1	3713.5	2111.5	1	1	1
17222898996015333187	58855	100	5506	8327.5	17096.5	27928	4	1	1
3515392735573980267	1	1	1	1	1	1	1	1	1
14700015011861156667	18730	17.5	1	4610.5	9839.5	4282	902.5	1	1
2946341311731541041	8240.5	5.5	1	1	5659	2582.5	20.5	1	1
8564104037011401790	24302.5	28	1	2351.5	2758	19195	206.5	1	1
17456180180221699216	293454	458.5	4846	22954	90494.5	175162	2149	1	1
17971479380054299823	8785	46	773.5	5099.5	2000.5	914.5	5.5	1	1
15108740884012830260	27463	29.5	61	1	5471.5	21932.5	1114	1	1
2876826817294280771	107167	157	16030	37613.5	23930.5	29596	29.5	1	1
4328594855322815911	787	11.5	1	1	1	787	2.5	1	1
982665404662115190	1	1	1	1	1	1	1	1	1
9865825675668622465	16	4	16	1	1	1	1	1	1
14963239926839096445	1	1	1	1	1	1	1	1	1
1259016993244715203	5197	16	26.5	1	2459.5	2713	32.5	1	1
12788683746643516513	1	1	1	1	1	1	1	1	1
7350758987507098145	82727.5	116.5	12044.5	11231.5	29381.5	30073	100	1	1
8928541509836945632	2101	19	1	409	844	850	1	1	1
822347847295631166	1	1	1	1	1	1	1	1	1
12752966800803945964	20735.5	56.5	3365.5	1	2816.5	14555.5	1	1	1
438027866392819997	13582	31	1	1	2066.5	11516.5	2.5	1	1
10767689856936914632	1	1	1	1	1	1	1	1	1
446442019299766907	1	1	1	1	1	1	1	1	1
13267170684940142452	1	1	1	1	1	1	1	1	1
9066657613735758462	737748	107.5	56965	11156.5	186823	482806	21419.5	1	1
8749292096242758811	1	1	1	1	1	1	1	1	1
11510837714418075490	70	2.5	1	1	1	70	1	1	1
10382765983041426979	1	1	1	1	1	1	1	1	1
5748182801597155516	1	1	1	1	1	1	1	1	1
16544400426635112210	158.5	2.5	1	1	1	158.5	1	1	1
12403617068499587399	1	1	1	1	1	1	1	1	1
11333840008646935932	1	1	1	1	1	1	1	1	1
16411385072622452534	94874.5	35.5	1	13855	9158.5	71863	2.5	1	1
16216968288596674246	251152	475	27571	65816.5	51598	106170	5164	1	1
5545242547443457196	1	1	1	1	1	1	1	1	1
508237916741356522	1	1	1	1	1	1	1	1	1
4403970385092332192	1	1	1	1	1	1	1	1	1
10172913149023814667	1	1	1	1	1	1	1	1	1
6107459577842485739	1	1	1	1	1	1	1	1	1
13993780353752835794	17342.5	32.5	7924	5900.5	1	3520	131.5	1	1
12797851934085529134	1	1	1	1	1	1	1	1	1
12567150028558245774	1	1	1	1	1	1	1	1	1
14943146051843989980	1	1	1	1	1	1	1	1	1
6454311646969462525	2735.5	10	1	1	2735.5	1	1	1	1
6857091220665561678	222744	65.5	1	24047.5	68300.5	130398	1481.5	1	1
16393070895674186834	1	1	1	1	1	1	1	1	1
5488747314271186576	1	1	1	1	1	1	1	1	1
12422121630441963344	1	1	1	1	1	1	1	1	1
17438889372631961012	1	1	1	1	1	1	1	1	1
1320956922749577792	1	1	1	1	1	1	1	1	1
7583373162130469182	85183	122.5	15754	1	24007	45424	503.5	1	1
10247572885202185685	1	1	1	1	1	1	1	1	1
5540040023102311360	1	1	1	1	1	1	1	1	1
7289685020550640442	16573	43	466	4591	8621.5	2897.5	185.5	1	1
11631408060024416840	703	2.5	1	1	1	703	10	1	1
3868035536896556566	89077	169	137.5	3634	46609	38699.5	3526	1	1
2857383404492083218	2140	10	1	281.5	805	1055.5	1	1	1
12795891446091888168	1	1	1	1	1	1	1	1	1
13360524063793398635	11450.5	19	5842	5353	257.5	1	683.5	1	1
16835421771955671062	50117.5	31	24478	2626	3463	19553.5	862	1	1
17407012888492170613	13663	28	6571	1	172	6922	532	1	1
5848756193234387694	96716.5	67	14.5	676	47852.5	48176.5	1034.5	1	1
14255081825619284220	2273.5	4	1	520	1094.5	661	1	1	1
8167834896040751346	1372	2.5	1	1	1372	1	1	1	1
17068718419743604743	212118	158.5	118160	12206.5	25826.5	55927	5543.5	1	1
4503465295085382093	1	1	1	1	1	1	1	1	1
10199211003677134919	1	1	1	1	1	1	1	1	1
16852690137754750567	16	2.5	1	1	16	1	1	1	1
13463355962243051482	1	1	1	1	1	1	1	1	1
9389009412114152686	2168.5	19	1	2084.5	49	37	1	1	1
192611471488479058	1	1	1	1	1	1	1	1	1
1429826660779170189	530.5	2.5	1	530.5	1	1	4	1	1
318181726725574758	1	1	1	1	1	1	1	1	1
8671810625128731170	1	1	1	1	1	1	1	1	1
9759367586287762679	3548.5	11.5	1	625	1141	1784.5	1	1	1
8570251861060487332	218200	221.5	24200.5	36794.5	113284	43924	478	1	1
3522447305411442635	1	1	1	1	1	1	1	1	1
4469710080623593998	5671	11.5	1	1	4324	1348	68.5	1	1
14305835292806547966	6532	13	1	583	2371	3580	2.5	1	1
14958802430148238120	1	1	1	1	1	1	1	1	1
6364270970389337952	1	1	1	1	1	1	1	1	1
13754097133650412995	1	1	1	1	1	1	1	1	1
36310802115266690	6346	8.5	1	1	5572	775	158.5	1	1
13793378895262865432	2660.5	5.5	1	2660.5	1	1	104.5	1	1
1555071977860501973	1	1	1	1	1	1	1	1	1
14298891724911577859	8720.5	8.5	1	1	35.5	8686	310	1	1
13486819043705940361	377.5	4	1	377.5	1	1	1	1	1
7568217939045441454	449928	62.5	23185	1976.5	63023.5	361746	25675	1	1
17465645255468491731	1052.5	2.5	1	1	1052.5	1	1	1	1
7855262533785982603	2114.5	2.5	1	1	2114.5	1	55	1	1
13621120328311864558	1	1	1	1	1	1	1	1	1
1658941991755938382	169682	55	42055	1064.5	8297.5	118268	571	1	1
15386564776373833758	9329.5	7	1	1	5977	3353.5	215.5	1	1
16745581382788668670	1	1	1	1	1	1	1	1	1
2635133282250196349	368257	50.5	39445	9182.5	7994.5	311638	9283	1	1
9442671604929738155	87535	74.5	194.5	14822.5	29146	43375	1646.5	1	1
11458948927711873749	1	1	1	1	1	1	1	1	1
10272243617588815974	47150.5	301	2479	17557	7547.5	19570	31	1	1
13201631198820464591	24040	55	1	688	8795.5	14558.5	236.5	1	1
7798866660633423676	119965	68.5	9229	13820.5	51869.5	45049	172	1	1
688677964981728739	1	1	1	1	1	1	1	1	1
131683237695079223	1	1	1	1	1	1	1	1	1
17071713021856567103	4762	2.5	1	1	1	4762	115	1	1
4208112879507629711	1	1	1	1	1	1	1	1	1
14948825086721382609	11738.5	26.5	1	1	1613.5	10126	235	1	1
13239001287026714465	457	8.5	1	1	64	394	1	1	1
6725812920337975740	7	2.5	1	7	1	1	1	1	1
15183795524185463664	8237.5	19	1	8237.5	1	1	1	1	1
1911595671600023716	1	1	1	1	1	1	1	1	1
15456655224673396677	104.5	2.5	1	1	1	104.5	1	1	1
840349090873935774	6287.5	28	11.5	1	1169.5	5108.5	1	1	1
12236428176238371188	577	4	1	1	367	211	1	1	1
15863662572572403383	16	2.5	1	16	1	1	1	1	1
7178860246207343987	1	1	1	1	1	1	1	1	1
17262807530811408699	1	1	1	1	1	1	1	1	1
6302921965061461066	1	1	1	1	1	1	1	1	1
5860655849060694951	6835	7	1	6835	1	1	5.5	1	1
1093859996560506386	1	1	1	1	1	1	1	1	1
7154841901626322969	1	1	1	1	1	1	1	1	1
7365493800113199325	3115	8.5	1	1	482.5	2633.5	1	1	1
14701383717321650599	1	1	1	1	1	1	1	1	1
8620700326991710639	1	1	1	1	1	1	1	1	1
4980086533575948990	138836	77.5	2630.5	8191	57356.5	70661.5	2285.5	1	1
3320512015491481004	36713.5	40	1	1177	22954	12584.5	11.5	1	1
15297633644395312504	315326	374.5	16399	22649.5	70898.5	205382	4061.5	1	1
13817750799900076431	89.5	2.5	1	1	89.5	1	1	1	1
6314367742447586959	20140	26.5	3727	4484.5	277	11654.5	74.5	1	1
4975256213610683090	1	1	1	1	1	1	1	1	1
2743296437464023493	1	1	1	1	1	1	1	1	1
4649609348671074673	1	1	1	1	1	1	1	1	1
16699262799787299062	1	1	1	1	1	1	1	1	1
4969518460496101121	1	1	1	1	1	1	1	1	1
13573245854915876264	1	1	1	1	1	1	1	1	1
12474398645111035464	2666.5	2.5	1	1	2666.5	1	1	1	1
7496039872398411321	20953	35.5	1	1	12094	8860	692.5	1	1
9872983810270594911	1	1	1	1	1	1	1	1	1
13848669662375170320	109	2.5	1	1	109	1	1	1	1
17029883126692142036	10991.5	5.5	5681.5	5311	1	1	1	1	1
4390106804054589199	10	2.5	1	10	1	1	1	1	1
3019529993444927748	2555.5	17.5	1	1	98.5	2458	34	1	1
11345333345678243538	48551.5	100	1	13574.5	31648	3331	1	1	1
4280228095665670773	8989	11.5	1	1979.5	4174	2837.5	100	1	1
12410156834503464151	86732.5	67	6484	8173	52442.5	19636	683.5	1	1
6163445490094101000	14713	22	1771	6043	5377	1525	1	1	1
4836169830602738001	259350	116.5	44551	25003	35488	154310	6692.5	1	1
1407370341011194951	1	1	1	1	1	1	1	1	1
10656589337274756307	1	1	1	1	1	1	1	1	1
12080111466712769068	1	1	1	1	1	1	1	1	1
13460341342084899611	1	1	1	1	1	1	1	1	1
1474429469212765115	1	1	1	1	1	1	1	1	1
2017930658970646409	95720.5	215.5	19162	14111.5	17195.5	45254.5	535	1	1
10050616406682861610	77837.5	124	1	11038	48118	18683.5	101.5	1	1
1153011184539997260	113410	131.5	5581	736	15871	91225	3854.5	1	1
9468122895518098507	35410	74.5	10216	4807	5425	14965	218.5	1	1
16358595644922392696	11582.5	20.5	1	688	9293.5	1603	38.5	1	1
9798742436898981185	7303	14.5	38.5	8.5	2242	5017	1	1	1
17741567615212939972	9668.5	17.5	2051.5	1	6851.5	767.5	5.5	1	1
2331530513318761431	1	1	1	1	1	1	1	1	1
3329189360515891748	1	1	1	1	1	1	1	1	1
12013484186959401177	1	1	1	1	1	1	1	1	1
10305330157387561739	1	1	1	1	1	1	1	1	1
11572027959964782166	1	1	1	1	1	1	1	1	1
1011419121365074309	1895.5	16	43	1	1036	818.5	1	1	1
625079370767768431	3484	8.5	236.5	1	1	3248.5	1	1	1
18301842965272215918	511910	112	49651	132406	129973	199884	12271	1	1
17305706928162257021	19697.5	40	1	4967.5	176.5	14555.5	1	1	1
10436580018429649269	10210	19	478	1	3443.5	6290.5	1	1	1
128725931904218341	569.5	7	1	1	511	59.5	1	1	1
2530004008708007925	3565	4	1	1	1	3565	1	1	1
1186461136682136519	746.5	5.5	1	1	746.5	1	1	1	1
2265123283435263370	1	1	1	1	1	1	1	1	1
4674923937506489500	10330	7	1	1	8134	2197	202	1	1
3607925427713835917	18425.5	7	1	8276.5	1	10150	172	1	1
7701184345454142056	1	1	1	1	1	1	1	1	1
1261698695182488991	64	4	1	1	43	22	1	1	1
14924889545203020451	1	1	1	1	1	1	1	1	1
17689531872529667198	1	1	1	1	1	1	1	1	1
10551336805198787991	1375	4	1	1	1375	1	1	1	1
12498024567072486849	18779.5	35.5	1423	6718	1220.5	9421	52	1	1
16353182051280779415	1234	4	1	1	1	1234	14.5	1	1
3655625592546371361	38642.5	35.5	13153	1	11621.5	13870	8.5	1	1
4848183195075384832	4210	2.5	4210	1	1	1	262	1	1
5533070791184636628	1	1	1	1	1	1	1	1	1
11372184181349477165	1	1	1	1	1	1	1	1	1
1342684086482950904	1	1	1	1	1	1	1	1	1
7826557893191460518	1	1	1	1	1	1	1	1	1
5003771471472862397	48146.5	47.5	1	2161	33938.5	12049	7	1	1
12248652735222224111	1739.5	7	1	1739.5	1	1	1	1	1
